               shop_ref               |     d      |    type    | direction | cnt  | amount_minor 
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-25 | refund     | out       |    3 |       181300
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-25 | sale       | in        | 1003 |     74302200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | bonus      | in        | 1697 |     38535470
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | bonus      | out       |   17 |       327506
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | commission | in        |    9 |       243970
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | commission | out       |  934 |     29143322
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | fee        | in        |   59 |        32015
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | fee        | out       | 3315 |      8396622
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | other      | in        |    1 |          815
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | other      | out       |  113 |     11141781
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | refund     | out       |    9 |       615200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-26 | sale       | in        |  934 |     70964400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | bonus      | in        | 1907 |     40857378
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | bonus      | out       |   10 |       282130
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | commission | in        |    5 |       202927
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | commission | out       | 1030 |     30622944
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | fee        | in        |   36 |        17171
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | fee        | out       | 3218 |      9355058
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | other      | out       |  110 |     10260155
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | refund     | out       |    5 |       445200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-27 | sale       | in        | 1030 |     74150600
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | bonus      | in        | 1744 |     36418531
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | bonus      | out       |    8 |       263012
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | commission | in        |    4 |       194410
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | commission | out       |  948 |     27657108
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | fee        | in        |   24 |        14288
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | fee        | out       | 3005 |      9455031
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | other      | out       |   99 |      9449748
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | refund     | out       |    4 |       428400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-28 | sale       | in        |  948 |     67423100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | bonus      | in        |   56 |      4296713
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | bonus      | out       |    2 |       130746
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | commission | in        |    1 |       110492
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | commission | out       |   30 |      3484960
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | fee        | in        |    1 |         2080
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | fee        | out       |  275 |      1151533
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | other      | out       |    9 |       826000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | refund     | out       |    1 |       240200
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-01 | sale       | in        |   30 |      7576000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | bonus      | in        |   53 |      3695211
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | bonus      | out       |    7 |       535651
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | commission | in        |    4 |       454204
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | commission | out       |   27 |      3031122
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | fee        | in        |    6 |        11379
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | fee        | out       |  367 |      1437920
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | other      | out       |    6 |       494435
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | refund     | out       |    4 |       987400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-02 | sale       | in        |   27 |      6497700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | bonus      | in        |   64 |      4850691
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | bonus      | out       |    8 |       580522
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | commission | in        |    4 |       465632
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | commission | out       |   34 |      3879350
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | fee        | in        |    6 |        11967
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | fee        | out       |  352 |      1404786
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | other      | out       |   10 |       653470
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | refund     | out       |    4 |      1000300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-03 | sale       | in        |   34 |      8325200
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | bonus      | in        |   58 |      4378680
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | bonus      | out       |    2 |       126190
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | commission | in        |    1 |        99360
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | commission | out       |   30 |      3456224
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | fee        | in        |    1 |         1706
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | fee        | out       |  346 |      1318321
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | other      | out       |    8 |       711109
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | refund     | out       |    1 |       216000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-04 | sale       | in        |   30 |      7311000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | bonus      | in        |  111 |      8547346
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | bonus      | out       |    2 |       132805
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | commission | in        |    1 |       107134
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | commission | out       |   60 |      6940074
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | fee        | in        |    4 |         4982
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | fee        | out       |  402 |      1722053
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | other      | out       |    7 |       582103
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | refund     | out       |    1 |       232900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-05 | sale       | in        |   60 |     14647500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | bonus      | in        |   77 |      6341881
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | bonus      | out       |   10 |       752836
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | commission | in        |    5 |       605518
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | commission | out       |   41 |      4945976
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | fee        | in        |    6 |        11802
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | fee        | out       |  355 |      1465268
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | other      | out       |   17 |       754439
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | refund     | out       |    5 |      1271800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-06 | sale       | in        |   41 |     10344700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | bonus      | in        |   73 |      5743955
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | bonus      | out       |    6 |       425169
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | commission | in        |    3 |       329906
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | commission | out       |   38 |      4446458
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | fee        | in        |    4 |         7157
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | fee        | out       |  359 |      1687020
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | other      | out       |   10 |       614901
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | refund     | out       |    3 |       696300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-07 | sale       | in        |   38 |      9291100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | bonus      | in        |   86 |      6634407
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | bonus      | out       |    4 |       312501
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | commission | in        |    2 |       230592
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | commission | out       |   46 |      5370038
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | fee        | in        |    4 |         6165
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | fee        | out       |  433 |      1813414
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | other      | out       |    8 |      1021322
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | refund     | out       |    2 |       480400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-08 | sale       | in        |   46 |     11216300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | bonus      | in        |   74 |      6026574
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | bonus      | out       |    8 |       598963
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | commission | in        |    4 |       468136
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | commission | out       |   39 |      4749430
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | fee        | in        |    6 |        11150
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | fee        | out       |  383 |      1546450
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | other      | out       |    8 |       616823
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | refund     | out       |    4 |       995300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-09 | sale       | in        |   39 |      9916100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | bonus      | in        |   88 |      7006853
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | bonus      | out       |    8 |       652784
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | commission | in        |    4 |       510864
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | commission | out       |   47 |      5635766
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | fee        | in        |    4 |         7819
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | fee        | out       |  366 |      1573007
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | other      | out       |   15 |       785508
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | refund     | out       |    4 |      1064300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-10 | sale       | in        |   47 |     11770900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | bonus      | in        |   67 |      5046590
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | bonus      | out       |    7 |       590294
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | commission | in        |    4 |       491758
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | commission | out       |   34 |      3997424
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | fee        | in        |    4 |         7358
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | fee        | out       |  420 |      1627266
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | other      | out       |    7 |       517300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | refund     | out       |    4 |      1047000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-11 | sale       | in        |   34 |      8349200
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | bonus      | in        |   58 |      4374985
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | bonus      | out       |   10 |       735394
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | commission | in        |    5 |       584064
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | commission | out       |   31 |      3609350
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | fee        | in        |    7 |        13433
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | fee        | out       |  318 |      1299380
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | other      | out       |    8 |       502819
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | refund     | out       |    5 |      1216800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-12 | sale       | in        |   31 |      7561500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | bonus      | in        |  101 |      7473324
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | bonus      | out       |   10 |       736870
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | commission | in        |    5 |       602540
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | commission | out       |   52 |      6086010
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | fee        | in        |    5 |        10039
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | fee        | out       |  448 |      1916854
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | other      | out       |   20 |       742388
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | refund     | out       |    5 |      1265300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-13 | sale       | in        |   52 |     12706600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | bonus      | in        |   91 |      6728723
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | bonus      | out       |    8 |       605276
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | commission | in        |    4 |       494304
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | commission | out       |   47 |      5504544
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | fee        | in        |    7 |        10942
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | fee        | out       |  367 |      1474539
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | other      | out       |   16 |       737966
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | refund     | out       |    4 |      1029800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-14 | sale       | in        |   47 |     11467800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | bonus      | in        |   64 |      4984238
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | bonus      | out       |    4 |       248595
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | commission | in        |    2 |       207600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | commission | out       |   35 |      4191648
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | fee        | in        |    4 |         7592
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | fee        | out       |  439 |      1624468
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | other      | out       |   10 |      1002221
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | refund     | out       |    2 |       432500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-15 | sale       | in        |   35 |      8732600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | bonus      | in        |   43 |      3304844
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | bonus      | out       |    4 |       399612
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | commission | in        |    3 |       345888
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | commission | out       |   23 |      2655696
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | fee        | in        |    5 |         8275
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | fee        | out       |  394 |      1534109
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | other      | out       |    7 |       528570
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | refund     | out       |    3 |       720600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-16 | sale       | in        |   23 |      5532700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | bonus      | in        |   77 |      6149622
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | bonus      | out       |    4 |       327591
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | commission | in        |    2 |       263712
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | commission | out       |   41 |      4960368
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | fee        | in        |    4 |         8179
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | fee        | out       |  381 |      1489763
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | other      | out       |    8 |       844258
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | refund     | out       |    2 |       549400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-17 | sale       | in        |   41 |     10334100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | bonus      | in        |   54 |      4377088
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | bonus      | out       |    5 |       442502
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | commission | in        |    3 |       375024
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | commission | out       |   29 |      3597408
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | fee        | in        |    5 |         9215
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | fee        | out       |  310 |      1140364
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | other      | out       |    6 |       584412
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | refund     | out       |    3 |       781300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-18 | sale       | in        |   29 |      7494600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | bonus      | in        |   56 |      4505325
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | bonus      | out       |    6 |       458201
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | commission | in        |    3 |       368928
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | commission | out       |   30 |      3658704
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | fee        | in        |    4 |         8021
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | fee        | out       |  350 |      1465023
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | other      | out       |    7 |       557292
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | refund     | out       |    3 |       768600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-19 | sale       | in        |   30 |      7622300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | bonus      | in        |   66 |      5046374
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | bonus      | out       |    4 |       291000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | commission | in        |    2 |       228000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | commission | out       |   34 |      4056624
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | fee        | in        |    7 |        13219
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | fee        | out       |  380 |      1609494
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | other      | out       |   11 |       800974
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | refund     | out       |    2 |       475000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-20 | sale       | in        |   34 |      8451300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | bonus      | in        |   60 |      4718782
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | bonus      | out       |    6 |       344336
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | commission | in        |    3 |       303360
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | commission | out       |   32 |      3884016
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | fee        | in        |    4 |         5345
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | fee        | out       |  261 |      1027868
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | other      | out       |   15 |       981904
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | refund     | out       |    3 |       632000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-21 | sale       | in        |   32 |      8091700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | bonus      | in        |   51 |      4105987
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | bonus      | out       |    8 |       528432
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | commission | in        |    4 |       456668
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | commission | out       |   27 |      3335040
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | fee        | in        |    7 |        13709
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | fee        | out       |  316 |      1266791
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | other      | out       |    9 |      1071191
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | refund     | out       |    4 |       961400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-22 | sale       | in        |   27 |      6948000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | bonus      | in        |   63 |      4594910
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | bonus      | out       |    2 |       139534
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | commission | in        |    1 |       115296
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | commission | out       |   32 |      3843360
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | fee        | in        |    3 |         6501
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | fee        | out       |  287 |      1122136
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | other      | out       |    7 |       652592
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | refund     | out       |    1 |       240200
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-23 | sale       | in        |   32 |      8007000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | bonus      | in        |   78 |      6123169
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | bonus      | out       |    6 |       467929
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | commission | in        |    3 |       385488
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | commission | out       |   40 |      4952976
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | fee        | in        |    3 |         6368
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | fee        | out       |  314 |      1194601
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | other      | out       |    2 |        36264
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | refund     | out       |    3 |       803100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-24 | sale       | in        |   40 |     10318700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | bonus      | in        |   57 |      4471862
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | bonus      | out       |    8 |       590460
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | commission | in        |    4 |       503328
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | commission | out       |   30 |      3700350
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | fee        | in        |    5 |         9487
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | fee        | out       |  282 |      1174130
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | other      | out       |    9 |       923096
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | refund     | out       |    4 |      1048600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-25 | sale       | in        |   30 |      7717700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | bonus      | in        |   54 |      4226720
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | bonus      | out       |    4 |       307400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | commission | in        |    2 |       263712
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | commission | out       |   29 |      3523200
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | fee        | in        |    2 |         4598
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | fee        | out       |  283 |      1142515
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | other      | out       |    7 |       790458
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | refund     | out       |    2 |       549400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-26 | sale       | in        |   29 |      7340000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | bonus      | in        |   72 |      5732801
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | bonus      | out       |    6 |       466837
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | commission | in        |    3 |       375408
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | commission | out       |   39 |      4822944
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | fee        | in        |    5 |         9075
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | fee        | out       |  325 |      1152566
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | other      | out       |    7 |       610334
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | refund     | out       |    3 |       782100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-27 | sale       | in        |   39 |     10047800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | bonus      | in        |   67 |      5254530
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | bonus      | out       |    2 |       120262
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | commission | in        |    1 |       117840
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | commission | out       |   36 |      4320960
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | fee        | in        |    4 |        32701
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | fee        | out       |  344 |      1329219
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | other      | out       |    7 |       688921
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | refund     | out       |    1 |       245500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-28 | sale       | in        |   36 |      9002000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | bonus      | in        |   53 |      4225079
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | bonus      | out       |    8 |       621291
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | commission | in        |    4 |       486768
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | commission | out       |   27 |      3369120
