               shop_ref               |     d      |    type    | direction | cnt  | amount_minor 
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | bonus      | out       |    8 |       180431
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | commission | in        |    4 |       131835
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | commission | out       |  472 |     15067721
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | fee        | in        |   22 |        11929
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | fee        | out       | 1834 |      4646239
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | other      | out       |   83 |      9928836
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | refund     | out       |    4 |       317900
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-01 | sale       | in        |  472 |     36272500
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | bonus      | in        | 1000 |     24997794
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | bonus      | out       |   10 |       138454
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | commission | in        |    5 |       119310
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | commission | out       |  551 |     18569103
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | fee        | in        |   22 |        11338
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | fee        | out       | 1913 |      5132963
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | other      | out       |   81 |     11495826
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | refund     | out       |    5 |       247000
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-02 | sale       | in        |  551 |     44493400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | bonus      | in        | 1468 |     34248878
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | bonus      | out       |    4 |        62984
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | commission | in        |    2 |        42645
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | commission | out       |  808 |     25318001
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | fee        | in        |   24 |        10397
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | fee        | out       | 2879 |      7254660
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | other      | out       |   95 |     14007255
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | refund     | out       |    2 |       108100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-03 | sale       | in        |  808 |     61113000
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-04 | bonus      | in        | 1679 |     38000846
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-04 | commission | out       |  907 |     26865686
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-04 | fee        | in        |   21 |         9908
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-04 | fee        | out       | 3077 |      8188172
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-04 | other      | out       |   95 |     12696589
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-04 | sale       | in        |  907 |     64977100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | bonus      | in        | 1956 |     40194292
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | bonus      | out       |    4 |        94412
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | commission | in        |    2 |        73080
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | commission | out       | 1070 |     28388713
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | fee        | in        |   22 |        11639
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | fee        | out       | 3539 |      8450265
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | other      | out       |   88 |     14372813
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | refund     | out       |    2 |       172400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-05 | sale       | in        | 1070 |     70586200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | bonus      | in        | 2116 |     42041759
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | bonus      | out       |    6 |       130249
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | commission | in        |    3 |        92740
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | commission | out       | 1155 |     30097542
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | fee        | in        |   15 |         7839
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | fee        | out       | 3414 |      9243855
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | other      | out       |   90 |      9777628
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | refund     | out       |    3 |       220200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-06 | sale       | in        | 1155 |     73893500
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | bonus      | in        | 2064 |     41164381
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | bonus      | out       |   10 |       293341
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | commission | in        |    5 |       224310
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | commission | out       | 1129 |     29761979
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | fee        | in        |   19 |        11572
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | fee        | out       | 3428 |      9186248
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | other      | out       |   64 |      8844755
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | refund     | out       |    5 |       511800
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-07 | sale       | in        | 1129 |     73070500
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | bonus      | in        | 1600 |     34881910
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | bonus      | out       |    2 |        85101
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | commission | in        |    1 |        69480
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | commission | out       |  871 |     25518597
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | fee        | in        |   18 |        20587
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | fee        | out       | 2656 |      7535269
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | other      | out       |   76 |     11737829
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | refund     | out       |    1 |       154400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-08 | sale       | in        |  871 |     61819100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | bonus      | in        | 1635 |     37332147
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | bonus      | out       |    8 |       127604
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | commission | in        |    4 |        98985
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | commission | out       |  894 |     27513838
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | fee        | in        |   28 |        24755
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | fee        | out       | 2639 |      7916538
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | other      | out       |   75 |      9560384
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | refund     | out       |    4 |       251300
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-09 | sale       | in        |  894 |     66751300
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | bonus      | in        | 1656 |     35068402
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | bonus      | out       |   29 |       835120
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | commission | in        |   15 |       641869
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | commission | out       |  913 |     26542554
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | fee        | in        |   33 |        23814
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | fee        | out       | 2774 |      8146755
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | other      | out       |   75 |      8764540
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | refund     | out       |   15 |      1536900
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-10 | sale       | in        |  913 |     65032200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | bonus      | in        | 1494 |     35442411
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | bonus      | out       |    6 |       180400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | commission | in        |    3 |       140745
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | commission | out       |  820 |     27500518
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | fee        | in        |   20 |        13935
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | fee        | out       | 2459 |      7682586
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | other      | out       |   72 |     11662464
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | refund     | out       |    3 |       326100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-11 | sale       | in        |  820 |     65834700
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | bonus      | in        | 1262 |     26600963
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | bonus      | out       |    2 |        43448
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | commission | in        |    1 |        32964
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | commission | out       |  691 |     21481695
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | fee        | in        |   31 |        24469
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | fee        | out       | 2304 |      6226332
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | other      | out       |   78 |      9884605
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | refund     | out       |    1 |        80400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-12 | sale       | in        |  691 |     52061700
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | bonus      | in        | 1323 |     27072392
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | bonus      | out       |    4 |       125752
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | commission | in        |    2 |        99630
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | commission | out       |  738 |     22082480
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | fee        | in        |   14 |         8269
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | fee        | out       | 2271 |      6639928
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | other      | out       |   84 |      7937839
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | refund     | out       |    2 |       221400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-13 | sale       | in        |  738 |     54326100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | bonus      | in        | 1376 |     25792349
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | bonus      | out       |    3 |       137400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | commission | in        |    3 |       135423
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | commission | out       |  763 |     21131463
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | fee        | in        |   31 |        45411
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | fee        | out       | 2500 |      6693256
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | other      | out       |   75 |      8486973
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | refund     | out       |    3 |       330300
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-14 | sale       | in        |  763 |     52423000
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | bonus      | in        | 1192 |     22982638
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | bonus      | out       |    2 |        90019
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | commission | in        |    1 |        69480
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | commission | out       |  658 |     19051184
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | fee        | in        |   19 |        13121
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | fee        | out       | 2216 |      6079061
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | other      | out       |   75 |      9204921
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | refund     | out       |    1 |       154400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-15 | sale       | in        |  658 |     46790100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | bonus      | in        | 1252 |     24528846
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | bonus      | out       |    5 |       133898
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | commission | in        |    3 |        99879
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | commission | out       |  679 |     20455566
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | fee        | in        |   34 |        24061
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | fee        | out       | 2238 |      6251636
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | other      | out       |   86 |      9553133
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | refund     | out       |    3 |       245100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-16 | sale       | in        |  679 |     49652700
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-17 | bonus      | in        | 1391 |     26276777
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-17 | commission | out       |  762 |     22075325
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-17 | fee        | in        |   28 |        17943
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-17 | fee        | out       | 2449 |      6901717
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-17 | other      | out       |   90 |     11708279
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-17 | sale       | in        |  762 |     54088800
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | bonus      | in        | 1426 |     26534722
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | bonus      | out       |    2 |        53290
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | commission | in        |    1 |        49995
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | commission | out       |  780 |     22203231
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | fee        | in        |   14 |         9416
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | fee        | out       | 2607 |      7204565
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | other      | out       |  147 |     12405638
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | refund     | out       |    1 |       111100
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-18 | sale       | in        |  780 |     54552800
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | bonus      | in        | 1358 |     24060779
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | bonus      | out       |    6 |       200762
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | commission | in        |    3 |       168300
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | commission | out       |  750 |     20443767
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | fee        | in        |   30 |        18755
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | fee        | out       | 2675 |      6591802
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | other      | out       |   89 |     12566410
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | refund     | out       |    3 |       374000
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-19 | sale       | in        |  750 |     51016200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | bonus      | in        | 1727 |     31557821
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | bonus      | out       |    2 |        66200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | commission | in        |    1 |        47610
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | commission | out       |  959 |     25879502
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | fee        | in        |   23 |        15778
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | fee        | out       | 3072 |      8007679
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | other      | out       |   85 |     11163888
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | refund     | out       |    1 |       105800
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-20 | sale       | in        |  959 |     64338400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | bonus      | in        | 1757 |     34466731
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | bonus      | out       |   14 |       362129
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | commission | in        |    7 |       313080
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | commission | out       |  981 |     27185187
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | fee        | in        |   34 |        21702
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | fee        | out       | 3250 |      8100083
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | other      | out       |   81 |     11681498
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | refund     | out       |    7 |       712400
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-21 | sale       | in        |  981 |     67238200
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | bonus      | in        | 1613 |     33402044
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | bonus      | out       |    3 |        67524
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | commission | in        |    2 |        55005
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | commission | out       |  899 |     25591276
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | fee        | in        |   25 |        13900
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | fee        | out       | 3004 |      7759044
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | other      | out       |   83 |     12009029
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | refund     | out       |    2 |       138900
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-22 | sale       | in        |  899 |     62909700
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-23 | bonus      | in        | 1692 |     36431846
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-23 | bonus      | out       |    3 |       128847
 148a5bb6-02fa-40b6-a854-33d84efaa223 | 2026-08-23 | commission | in        |    2 |       108585
